views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
1093,1,2061,2/10/2013,10/3/2018,5722,0,EN,1
24599,1,1844,9/24/2013,10/12/2018,5723,0,EN,1
200,1,1549,7/16/2014,10/12/2018,5724,0,EN,0
8505,0,2966,8/28/2010,10/11/2018,5725,0,EN,0
3002,0,1583,6/5/2014,10/5/2018,5726,0,EN,1
2612,1,1320,2/25/2015,10/7/2018,5727,0,EN,1
76,0,1382,12/12/2014,9/24/2018,5728,0,ES,0
780,1,1129,9/9/2015,10/12/2018,5729,0,EN,0
99522,0,1232,5/29/2015,10/12/2018,5730,0,ES,1
2426,1,1422,11/20/2014,10/12/2018,5731,0,RU,0
11033,1,1801,10/9/2013,9/14/2018,5732,0,EN,1
549,0,1896,7/19/2013,9/27/2018,5733,0,EN,0
14740,0,1769,11/30/2013,10/4/2018,5734,0,EN,1
299,1,418,6/2/2017,7/25/2018,5735,0,EN,0
5851,0,895,4/29/2016,10/11/2018,5736,0,EN,1
752,0,2294,6/29/2012,10/10/2018,5737,0,EN,0
5233,1,1282,4/9/2015,10/12/2018,5738,0,EN,0
3998044,0,2012,4/9/2013,10/12/2018,5739,0,JA,0
138952,0,2011,4/10/2013,10/12/2018,5740,0,EN,1
19578,0,1768,12/9/2013,10/12/2018,5741,0,EN,1
4843,0,931,3/25/2016,10/12/2018,5742,0,PT,1
14021,1,1865,8/27/2013,10/5/2018,5743,0,EN,1
336,1,1594,11/30/2013,4/12/2018,5744,1,OTHER,0
106,0,1515,3/3/2014,4/26/2018,5745,1,EN,0
45468,1,1317,3/5/2015,10/12/2018,5746,0,DE,1
385,0,190,1/21/2018,7/30/2018,5747,0,FR,0
4981,1,1847,9/20/2013,10/11/2018,5748,0,EN,1
16266,1,1177,7/22/2015,10/11/2018,5749,0,EN,1
30131,1,1643,4/13/2014,10/12/2018,5750,0,EN,1
11818,1,934,3/21/2016,10/11/2018,5751,0,EN,1
841,0,1787,11/15/2013,10/7/2018,5752,0,EN,0
5927,0,2082,1/29/2013,10/12/2018,5753,0,EN,1
1437,1,1585,6/9/2014,10/11/2018,5754,0,EN,0
2787,0,1198,7/2/2015,10/12/2018,5755,0,EN,1
674631,0,3213,12/25/2009,10/12/2018,5756,0,ES,0
3216,1,1772,12/4/2013,10/11/2018,5757,0,EN,1
14671,0,1661,3/24/2014,10/10/2018,5758,0,EN,1
2575,0,1029,12/18/2015,10/12/2018,5759,0,ES,1
216,0,427,8/11/2017,10/12/2018,5760,0,EN,0
4616,0,1729,1/11/2014,10/6/2018,5761,0,ES,1
26456,1,1973,5/18/2013,10/12/2018,5762,0,EN,1
76799,1,873,5/22/2016,10/12/2018,5763,0,DE,1
4659,0,1829,9/25/2013,9/28/2018,5764,0,EN,0
508,0,811,7/23/2016,10/12/2018,5765,0,EN,0
3706,0,614,2/4/2017,10/11/2018,5766,0,EN,1
989,1,2224,9/9/2012,10/12/2018,5767,0,EN,0
2842,0,1426,11/16/2014,10/12/2018,5768,0,EN,1
2148,0,2425,2/7/2012,9/28/2018,5769,0,EN,0
6574,1,2111,12/31/2012,10/12/2018,5770,0,EN,1
1086,0,1563,6/6/2014,9/16/2018,5771,0,EN,0
42069,1,1178,7/22/2015,10/12/2018,5772,0,RU,1
12207,0,1379,1/2/2015,10/12/2018,5773,0,EN,1
1343,0,2511,10/24/2011,9/8/2018,5774,0,EN,1
1268,0,1903,7/22/2013,10/7/2018,5775,0,EN,0
1673,1,1030,12/15/2015,10/10/2018,5776,0,EN,1
1291,0,2050,2/24/2013,10/6/2018,5777,0,EN,0
12877,1,3077,5/10/2010,10/12/2018,5778,0,EN,0
108964,0,2637,7/24/2011,10/12/2018,5779,0,EN,0
7450,1,1828,10/5/2013,10/7/2018,5780,0,EN,0
8656,1,871,5/24/2016,10/12/2018,5781,0,EN,1
2540,1,2395,3/21/2012,10/11/2018,5782,0,EN,0
1033,1,885,5/9/2016,10/11/2018,5783,0,EN,0
1910,1,2100,10/14/2012,7/15/2018,5784,0,EN,0
1848,1,289,12/27/2017,10/12/2018,5785,0,EN,1
1786,1,572,3/5/2017,9/28/2018,5786,0,EN,1
1023,1,1741,1/5/2014,10/12/2018,5787,0,EN,1
15897,0,1550,7/10/2014,10/7/2018,5788,0,EN,0
518,0,1406,12/6/2014,10/12/2018,5789,0,FI,0
1409,0,2048,2/20/2013,9/30/2018,5790,0,EN,1
232,0,2005,4/14/2013,10/10/2018,5791,0,EN,0
11705,1,1628,4/24/2014,10/8/2018,5792,0,EN,1
176942,1,1977,5/14/2013,10/12/2018,5793,0,EN,1
558,0,1856,7/11/2013,8/10/2018,5794,0,EN,0
287,0,504,3/26/2017,8/12/2018,5795,0,DE,0
892,1,1791,11/16/2013,10/12/2018,5796,0,EN,0
739,1,1530,8/3/2014,10/11/2018,5797,0,EN,0
10808,0,1032,12/14/2015,10/11/2018,5798,0,EN,1
2013,0,1838,9/21/2013,10/3/2018,5799,0,EN,0
378,0,1532,7/16/2014,9/25/2018,5800,0,EN,0
1196,0,1448,10/25/2014,10/12/2018,5801,0,EN,0
5139,0,2741,4/7/2011,10/8/2018,5802,0,EN,0
19980,1,491,6/8/2017,10/12/2018,5803,0,ES,0
1026603,0,774,8/29/2016,10/12/2018,5804,0,TR,0
3070,0,927,3/29/2016,10/12/2018,5805,0,ES,0
582,0,860,5/8/2016,9/15/2018,5806,0,EN,0
2184,0,1842,9/26/2013,10/12/2018,5807,0,EN,0
609,0,1422,11/18/2014,10/10/2018,5808,0,NO,1
45286,1,2234,8/23/2012,10/5/2018,5809,0,PL,1
5595,0,900,4/25/2016,10/12/2018,5810,0,JA,1
15653,0,1137,9/1/2015,10/12/2018,5811,0,KO,1
14488,1,1951,6/9/2013,10/12/2018,5812,0,EN,1
543,0,1284,3/28/2015,10/2/2018,5813,0,EN,0
5103,1,1044,11/20/2015,9/29/2018,5814,0,EN,0
3346,1,851,5/29/2016,9/27/2018,5815,0,EN,0
595,0,1209,10/16/2014,2/6/2018,5816,1,EN,0
2059,1,1752,12/14/2013,10/1/2018,5817,0,EN,0
17575,1,1570,6/25/2014,10/12/2018,5818,0,EN,1
4652,1,925,3/31/2016,10/12/2018,5819,0,EN,1
7079,1,2161,11/11/2012,10/12/2018,5820,0,EN,1
2294,1,1108,9/26/2015,10/8/2018,5821,0,EN,1
2434,0,1760,12/14/2013,10/9/2018,5822,0,EN,0
5286,1,1979,5/7/2013,10/7/2018,5823,0,DE,1
2715,1,578,3/8/2017,10/7/2018,5824,0,EN,1
2405,1,1709,2/5/2014,10/11/2018,5825,0,EN,1
3370,0,1134,9/4/2015,10/12/2018,5826,0,EN,1
1420,0,533,4/27/2017,10/12/2018,5827,0,KO,0
1365,0,1294,3/28/2015,10/12/2018,5828,0,EN,1
5898,1,2626,7/25/2011,10/2/2018,5829,0,EN,1
10645,0,1117,9/20/2015,10/11/2018,5830,0,ZH,0
535,0,665,12/14/2016,10/10/2018,5831,0,EN,0
860,0,1545,7/20/2014,10/12/2018,5832,0,EN,0
38212,1,2520,11/18/2011,10/12/2018,5833,0,EN,1
81868,0,1767,12/10/2013,10/12/2018,5834,0,ES,0
1744,0,891,5/3/2016,10/11/2018,5835,0,EN,1
142,0,1301,3/6/2015,9/27/2018,5836,0,EN,0
66127,1,2156,11/16/2012,10/12/2018,5837,0,EN,1
5096,1,1710,2/4/2014,10/11/2018,5838,0,EN,0
244592,0,2477,12/31/2011,10/12/2018,5839,0,EN,0
4907,1,2870,12/3/2010,10/12/2018,5840,0,EN,0
1203,0,2352,2/4/2012,7/14/2018,5841,0,EN,0
1676,0,1981,4/23/2013,9/25/2018,5842,0,EN,0
147,0,2939,5/10/2010,5/27/2018,5843,1,EN,0
7865,0,1188,7/6/2015,10/6/2018,5844,0,FR,1
2529,0,1459,10/14/2014,10/12/2018,5845,0,EN,1
6642,1,1665,3/8/2014,9/28/2018,5846,0,EN,0
43491,1,1596,5/30/2014,10/12/2018,5847,0,EN,1
71414,0,2310,6/15/2012,10/12/2018,5848,0,ZH,1
19685,0,1737,1/9/2014,10/12/2018,5849,0,EN,1
219,1,391,9/11/2017,10/7/2018,5850,0,EN,0
2366,0,1383,12/25/2014,10/8/2018,5851,0,EN,1
9095,0,1727,1/5/2014,9/28/2018,5852,0,EN,0
2819,0,2045,3/6/2013,10/11/2018,5853,0,EN,0
4379,0,2055,2/5/2013,9/22/2018,5854,0,EN,0
9841,0,1773,11/29/2013,10/7/2018,5855,0,ES,1
29475,1,1994,4/27/2013,10/12/2018,5856,0,EN,1
3419,0,1333,1/27/2015,9/21/2018,5857,0,EN,0
7196,1,1454,10/19/2014,10/12/2018,5858,0,EN,1
12117,1,2540,10/24/2011,10/7/2018,5859,0,EN,1
2639,0,209,3/1/2018,9/26/2018,5860,0,EN,1
9503,1,1223,6/7/2015,10/12/2018,5861,0,EN,1
1152,1,1981,5/1/2013,10/3/2018,5862,0,EN,0
866,1,663,12/18/2016,10/12/2018,5863,0,EN,0
1819,1,2160,10/28/2012,9/27/2018,5864,0,EN,0
5241,0,1113,9/22/2015,10/9/2018,5865,0,RU,1
2705,1,1046,11/27/2015,10/8/2018,5866,0,EN,1
77386,0,932,3/24/2016,10/12/2018,5867,0,RU,1
34860,1,928,3/28/2016,10/12/2018,5868,0,EN,1
2381,1,1879,8/20/2013,10/12/2018,5869,0,EN,1
287,1,858,3/20/2016,7/26/2018,5870,0,EN,0
31759,1,1225,6/5/2015,10/12/2018,5871,0,EN,1
7772,0,2159,11/13/2012,10/12/2018,5872,0,EN,1
578,0,353,10/24/2017,10/12/2018,5873,0,EN,1
4480,1,1123,9/10/2015,10/7/2018,5874,0,EN,1
10439,1,1191,7/9/2015,10/12/2018,5875,0,EN,1
1561,1,1216,6/14/2015,10/12/2018,5876,0,EN,0
320,0,685,11/25/2016,10/11/2018,5877,0,EN,0
639,0,988,12/18/2015,9/1/2018,5878,0,EN,0
228813,0,1921,7/8/2013,10/11/2018,5879,0,ES,0
6947,1,2370,4/16/2012,10/12/2018,5880,0,EN,0
149231,0,1776,11/29/2013,10/10/2018,5881,0,EN,1
1411,1,1179,6/29/2015,9/20/2018,5882,0,EN,0
34404,0,1771,12/1/2013,10/7/2018,5883,0,EN,0
7862,1,1505,8/29/2014,10/12/2018,5884,0,EN,1
1218,1,925,3/31/2016,10/12/2018,5885,0,EN,0
719,0,1304,2/27/2015,9/23/2018,5886,0,FR,0
297,0,1483,7/29/2014,8/20/2018,5887,0,EN,0
12112,1,584,2/22/2017,9/29/2018,5888,0,FR,1
79708,0,786,8/17/2016,10/12/2018,5889,0,KO,0
386,0,1423,11/5/2014,9/28/2018,5890,0,PT,0
958,0,2848,12/18/2010,10/5/2018,5891,0,EN,0
1370,1,834,6/30/2016,10/12/2018,5892,0,EN,0
162171,0,2274,7/20/2012,10/11/2018,5893,0,EN,1
20501,1,784,8/18/2016,10/11/2018,5894,0,DE,1
536,0,650,12/16/2016,9/27/2018,5895,0,DE,1
2148,1,1774,12/2/2013,10/11/2018,5896,0,EN,1
8239,1,1780,11/27/2013,10/12/2018,5897,0,EN,1
574809,0,2525,11/13/2011,10/12/2018,5898,0,EN,1
17499,0,806,7/27/2016,10/11/2018,5899,0,EN,1
159,0,1006,1/2/2016,10/4/2018,5900,0,FR,0
418,0,2182,10/18/2012,10/9/2018,5901,0,EN,0
1163,0,1646,4/9/2014,10/11/2018,5902,0,EN,0
2476,0,1777,11/30/2013,10/12/2018,5903,0,RU,0
2102,0,1203,5/11/2015,8/26/2018,5904,0,EN,0
1627,0,371,9/19/2017,9/25/2018,5905,0,EN,1
414,0,2215,9/3/2012,9/27/2018,5906,0,EN,0
3304,1,514,5/16/2017,10/12/2018,5907,0,EN,1
11833,0,1061,11/16/2015,10/12/2018,5908,0,EN,1
17510,0,907,4/17/2016,10/11/2018,5909,0,RU,0
2937,1,2213,4/25/2012,5/17/2018,5910,1,EN,0
899,0,1735,12/26/2013,9/26/2018,5911,0,EN,0
2378,0,1585,5/5/2014,9/6/2018,5912,0,EN,1
30493,1,1987,5/4/2013,10/12/2018,5913,0,EN,1
1935,0,1850,9/6/2013,9/30/2018,5914,0,ES,1
2856,0,930,3/26/2016,10/12/2018,5915,0,EN,0
14609,0,784,8/18/2016,10/11/2018,5916,0,DE,1
1374,1,1147,8/20/2015,10/10/2018,5917,0,EN,1
769,0,2031,3/4/2013,9/25/2018,5918,0,EN,0
384,0,2441,2/3/2012,10/10/2018,5919,0,EN,0
7816,1,2339,5/17/2012,10/12/2018,5920,0,DE,1
260,0,420,8/13/2017,10/7/2018,5921,0,EN,0
387,0,937,3/14/2016,10/7/2018,5922,0,EN,0
13689,0,1844,9/24/2013,10/12/2018,5923,0,EN,0
101144,1,2506,11/25/2011,10/5/2018,5924,0,EN,1
7963,1,703,11/8/2016,10/12/2018,5925,0,EN,1
1330,1,485,6/13/2017,10/11/2018,5926,0,EN,1
3238,0,974,2/10/2016,10/11/2018,5927,0,FR,1
359,0,2598,8/10/2011,9/20/2018,5928,0,EN,0
671,1,1775,11/16/2013,9/26/2018,5929,0,EN,0
3927,0,2082,1/26/2013,10/9/2018,5930,0,EN,1
12517,1,2107,1/2/2013,10/10/2018,5931,0,EN,0
1911,0,529,5/1/2017,10/12/2018,5932,0,FR,0
2873,0,1379,12/28/2014,10/7/2018,5933,0,ZH,0
6327,0,2057,2/23/2013,10/12/2018,5934,0,EN,1
4057,0,1857,9/11/2013,10/12/2018,5935,0,ZH,0
948,0,2273,4/4/2012,6/25/2018,5936,1,ZH,0
929,1,209,2/27/2018,9/24/2018,5937,0,ES,0
2154,0,1964,5/27/2013,10/12/2018,5938,0,EN,1
2916,0,1849,9/3/2013,9/26/2018,5939,0,EN,0
275,1,1611,5/15/2014,10/12/2018,5940,0,EN,0
984,0,1727,1/19/2014,10/12/2018,5941,0,EN,0
4286999,0,1939,6/21/2013,10/12/2018,5942,0,EN,0
19017,1,1747,12/29/2013,10/11/2018,5943,0,FR,1
14300,0,1046,12/1/2015,10/12/2018,5944,0,EN,1
6477,1,2350,5/5/2012,10/11/2018,5945,0,DE,1
5686,1,3160,2/5/2010,10/1/2018,5946,0,EN,0
25646,1,1568,6/27/2014,10/12/2018,5947,0,DE,1
10960,1,2342,5/14/2012,10/12/2018,5948,0,DA,1
25474,1,1675,3/12/2014,10/12/2018,5949,0,EN,1
39712,1,1241,5/20/2015,10/12/2018,5950,0,HU,1
103,0,791,6/17/2016,8/17/2018,5951,0,EN,0
7576,1,2013,3/23/2013,9/26/2018,5952,0,EN,0
34872,0,2109,1/1/2013,10/11/2018,5953,0,EN,1
651,0,1779,11/26/2013,10/10/2018,5954,0,EN,1
984,1,2276,7/19/2012,10/12/2018,5955,0,EN,1
3166,0,3412,6/9/2009,10/12/2018,5956,0,EN,0
317,1,2258,7/16/2012,9/21/2018,5957,0,EN,0
8947,1,362,10/14/2017,10/11/2018,5958,0,EN,1
1456,0,2488,12/16/2011,10/8/2018,5959,0,EN,0
7566,0,2044,3/7/2013,10/11/2018,5960,0,EN,1
81630,1,2379,4/7/2012,10/12/2018,5961,0,DE,1
34030,1,2188,10/15/2012,10/12/2018,5962,0,EN,1
2201,0,881,5/11/2016,10/9/2018,5963,0,EN,0
1554,1,3372,7/19/2009,10/12/2018,5964,0,EN,1
1118,0,1644,3/14/2014,9/13/2018,5965,0,FR,0
5021,1,386,9/21/2017,10/12/2018,5966,0,DA,1
437199,0,1838,9/30/2013,10/12/2018,5967,0,ES,0
7263,1,772,8/31/2016,10/12/2018,5968,0,EN,1
33097,0,280,1/5/2018,10/12/2018,5969,0,EN,1
71078,0,1797,11/10/2013,10/12/2018,5970,0,RU,1
15777,0,2508,11/29/2011,10/11/2018,5971,0,EN,1
1491,0,2311,5/12/2012,9/9/2018,5972,0,EN,1
1153,0,1011,1/3/2016,10/10/2018,5973,0,EN,0
2639,1,1686,2/27/2014,10/10/2018,5974,0,EN,1
17227,0,2396,3/21/2012,10/12/2018,5975,0,RU,1
3159,1,2018,3/30/2013,10/8/2018,5976,0,ES,0
6259,0,984,1/1/2016,9/11/2018,5977,0,EN,1
7328,1,777,8/26/2016,10/12/2018,5978,0,EN,1
40141,1,1285,4/6/2015,10/12/2018,5979,0,DE,1
25795,0,1487,9/16/2014,10/12/2018,5980,0,EN,1
1293,1,2283,7/11/2012,10/11/2018,5981,0,EN,0
3155,1,1677,3/9/2014,10/11/2018,5982,0,EN,0
7258,0,2108,1/3/2013,10/12/2018,5983,0,PT,0
1092,0,263,12/31/2017,9/20/2018,5984,0,EN,1
907,1,2048,3/4/2013,10/12/2018,5985,0,EN,0
6248,1,1293,3/29/2015,10/12/2018,5986,0,EN,1
1599,0,1503,8/28/2014,10/9/2018,5987,0,EN,1
39474,1,2068,2/12/2013,10/12/2018,5988,0,EN,1
2061,0,1737,1/8/2014,10/11/2018,5989,0,EN,1
482391,0,2193,10/10/2012,10/12/2018,5990,0,JA,0
26715,1,1999,4/22/2013,10/12/2018,5991,0,EN,1
5884,0,453,7/16/2017,10/12/2018,5992,0,EN,1
4467,1,928,3/27/2016,10/11/2018,5993,0,EN,1
2528,0,1173,6/21/2015,9/6/2018,5994,0,KO,0
1253,0,967,1/6/2016,8/30/2018,5995,0,EN,0
1714,0,2604,8/25/2011,10/11/2018,5996,0,EN,0
289,0,1670,3/11/2014,10/6/2018,5997,0,EN,0
16907,1,1625,5/1/2014,10/12/2018,5998,0,EN,1
1686,0,2279,7/16/2012,10/12/2018,5999,0,JA,1
1928,0,1762,12/7/2013,10/4/2018,6000,0,EN,0
7792,0,982,2/3/2016,10/12/2018,6001,0,RU,1
2166,0,2083,1/27/2013,10/11/2018,6002,0,ES,1
46585,1,1467,10/6/2014,10/12/2018,6003,0,EN,1
70838,1,2430,2/16/2012,10/12/2018,6004,0,EN,1
5230,0,2497,12/4/2011,10/5/2018,6005,0,RU,0
44267,1,495,6/4/2017,10/12/2018,6006,0,EN,1
1525,1,1502,8/16/2014,9/26/2018,6007,0,EN,0
1909,1,1010,1/5/2016,10/11/2018,6008,0,EN,1
1325,1,590,2/25/2017,10/8/2018,6009,0,EN,1
65595,1,2619,8/11/2011,10/12/2018,6010,0,PL,0
216,0,418,8/20/2017,10/12/2018,6011,0,EN,0
2652,0,2120,2/21/2012,12/11/2017,6012,1,EN,0
724,0,1711,12/7/2013,8/14/2018,6013,0,EN,0
1490,1,447,7/22/2017,10/12/2018,6014,0,EN,1
535,0,1297,3/23/2015,10/10/2018,6015,0,EN,0
18857,0,2509,11/28/2011,10/11/2018,6016,0,FI,0
382,0,814,6/21/2016,9/13/2018,6017,0,EN,0
1330,0,1545,7/20/2014,10/12/2018,6018,0,EN,1
23669,1,1114,9/24/2015,10/12/2018,6019,0,FI,1
1596,1,2026,3/23/2013,10/9/2018,6020,0,EN,0
8860,1,2217,9/3/2012,9/29/2018,6021,0,EN,1
5797,1,1374,12/27/2014,10/1/2018,6022,0,EN,1
158817,1,1378,1/3/2015,10/12/2018,6023,0,EN,0
5792,1,302,12/5/2017,10/3/2018,6024,0,EN,1
63341,0,871,5/24/2016,10/12/2018,6025,0,EN,1
1397,0,2319,7/4/2011,11/8/2017,6026,1,DA,0
1631,1,2598,8/20/2011,9/30/2018,6027,0,EN,1
8730,0,3235,12/3/2009,10/12/2018,6028,0,EN,1
1904,1,1715,12/9/2013,8/20/2018,6029,0,EN,0
1888,0,2062,2/17/2013,10/11/2018,6030,0,ZH,0
3788,1,1212,6/17/2015,10/11/2018,6031,0,EN,1
184,1,609,2/5/2017,10/7/2018,6032,0,EN,0
10007,1,1225,6/4/2015,10/11/2018,6033,0,EN,0
8838,1,410,8/27/2017,10/11/2018,6034,0,DE,1
935,0,1383,12/29/2014,10/12/2018,6035,0,EN,0
78,1,570,3/26/2016,10/17/2017,6036,1,EN,0
443,0,1162,8/7/2015,10/12/2018,6037,0,EN,0
2671,0,843,6/8/2016,9/29/2018,6038,0,FR,0
41326,1,1761,12/7/2013,10/3/2018,6039,0,EN,0
3529,0,1468,10/4/2014,10/11/2018,6040,0,EN,1
3375,0,1680,3/5/2014,10/10/2018,6041,0,EN,1
1600,0,2159,11/13/2012,10/12/2018,6042,0,FR,0
32641,0,1516,8/17/2014,10/11/2018,6043,0,PT,1
2161,0,1591,3/11/2014,7/19/2018,6044,0,FR,0
3153,0,761,9/11/2016,10/12/2018,6045,0,EN,0
368,0,1506,8/21/2014,10/5/2018,6046,0,OTHER,0
4071781,0,2525,11/13/2011,10/12/2018,6047,0,JA,0
1634,1,1669,3/3/2014,9/27/2018,6048,0,ES,0
22159,1,1571,6/24/2014,10/12/2018,6049,0,EN,1
96978,0,2241,8/23/2012,10/12/2018,6050,0,FR,1
6374,1,1369,1/8/2015,10/8/2018,6051,0,EN,1
9721,1,410,8/28/2017,10/12/2018,6052,0,EN,1
1736,0,522,4/20/2017,9/24/2018,6053,0,EN,0
86006,0,2803,2/8/2011,10/12/2018,6054,0,NO,1
1740,1,2307,6/17/2012,10/11/2018,6055,0,NO,1
1158,1,1606,5/20/2014,10/12/2018,6056,0,EN,0
21372,1,604,2/11/2017,10/8/2018,6057,0,DE,1
17426,0,2363,3/11/2012,8/30/2018,6058,0,EN,0
2644,1,2928,8/27/2010,9/2/2018,6059,0,FI,0
42251,0,1349,2/1/2015,10/12/2018,6060,0,RU,1
55194,1,1435,11/7/2014,10/12/2018,6061,0,EN,1
7332,1,995,1/21/2016,10/12/2018,6062,0,DE,0
4533,0,1275,4/16/2015,10/12/2018,6063,0,EN,1
789,0,297,12/3/2017,9/26/2018,6064,0,EN,0
79097,1,1995,4/26/2013,10/12/2018,6065,0,FI,1
3929,1,832,7/2/2016,10/12/2018,6066,0,ES,1
283195,0,1327,2/23/2015,10/12/2018,6067,0,CS,1
4398,0,2811,1/31/2011,10/12/2018,6068,0,ZH,0
5536,1,1957,6/2/2013,10/11/2018,6069,0,EN,0
138365,0,620,1/30/2017,10/12/2018,6070,0,EN,1
3972,1,2499,12/9/2011,10/12/2018,6071,0,EN,1
1079,0,2192,10/8/2012,10/9/2018,6072,0,EN,0
2934,0,1747,12/30/2013,10/12/2018,6073,0,EN,0
4087,0,477,6/21/2017,10/11/2018,6074,0,RU,1
2372,0,666,12/6/2016,10/3/2018,6075,0,EN,1
153406,0,2778,3/2/2011,10/9/2018,6076,0,HU,0
4557540,0,2087,1/24/2013,10/12/2018,6077,0,RU,0
5973,1,1882,8/4/2013,9/29/2018,6078,0,ZH,1
7098,1,2693,5/27/2011,10/10/2018,6079,0,EN,1
94006,0,1510,8/24/2014,10/12/2018,6080,0,EN,0
385,1,1749,12/27/2013,10/11/2018,6081,0,EN,1
10506,0,632,1/15/2017,10/9/2018,6082,0,RU,1
887370,1,2487,12/21/2011,10/12/2018,6083,0,EN,0
26261381,0,3866,3/12/2008,10/12/2018,6084,0,EN,0
7553,0,620,1/30/2017,10/12/2018,6085,0,EN,1
109,0,911,2/29/2016,8/28/2018,6086,0,EN,0
6289,0,683,11/28/2016,10/12/2018,6087,0,EN,1
506004,1,2378,4/8/2012,10/12/2018,6088,0,EN,0
5415,0,1753,12/23/2013,10/11/2018,6089,0,EN,1
4544,0,1619,5/7/2014,10/12/2018,6090,0,EN,1
6554,0,979,2/6/2016,10/12/2018,6091,0,EN,1
34958,1,1691,2/21/2014,10/9/2018,6092,0,EN,1
2682,1,1916,6/21/2013,9/19/2018,6093,0,EN,0
3390,1,506,5/24/2017,10/12/2018,6094,0,EN,1
2105,1,1500,8/17/2014,9/25/2018,6095,0,FR,1
2628,1,224,3/2/2018,10/12/2018,6096,0,EN,0
1174264,0,2587,9/12/2011,10/12/2018,6097,0,EN,0
2982,1,1344,1/7/2015,9/12/2018,6098,0,EN,0
288,1,1909,7/21/2013,10/12/2018,6099,0,OTHER,0
19784,1,939,2/28/2016,9/24/2018,6100,0,EN,1
2098,1,1416,11/25/2014,10/11/2018,6101,0,EN,0
19463,1,866,5/29/2016,10/12/2018,6102,0,EN,1
1594,1,2210,9/23/2012,10/12/2018,6103,0,EN,1
826,0,1398,12/14/2014,10/12/2018,6104,0,EN,0
38109,0,2428,2/18/2012,10/12/2018,6105,0,EN,1
1244,0,1662,3/25/2014,10/12/2018,6106,0,IT,1
1092,0,753,9/19/2016,10/12/2018,6107,0,JA,0
2246,0,1361,1/20/2015,10/12/2018,6108,0,EN,0
6709,0,1074,10/30/2015,10/8/2018,6109,0,EN,1
13784,0,2056,2/14/2013,10/2/2018,6110,0,EN,1
11683,0,1719,1/27/2014,10/12/2018,6111,0,EN,0
74807,1,2881,11/2/2010,9/22/2018,6112,0,EN,0
2531,0,2369,2/11/2012,8/7/2018,6113,0,FR,0
1153,0,599,2/18/2017,10/10/2018,6114,0,DE,1
325207,1,3035,6/21/2010,10/12/2018,6115,0,PT,0
61483,1,1536,7/29/2014,10/12/2018,6116,0,FR,1
2159,0,1492,9/11/2014,10/12/2018,6117,0,EN,0
163170,1,1595,5/31/2014,10/12/2018,6118,0,ZH,1
134146,1,1445,10/27/2014,10/11/2018,6119,0,EN,1
433,0,176,4/18/2018,10/11/2018,6120,0,EN,0
139157,0,1380,1/1/2015,10/12/2018,6121,0,EN,1
77,0,880,4/16/2016,9/13/2018,6122,0,EN,0
3606,0,1326,2/24/2015,10/12/2018,6123,0,EN,1
1777,0,1680,3/4/2014,10/9/2018,6124,0,EN,1
273,0,177,4/16/2018,10/10/2018,6125,0,EN,0
97258,0,1218,6/12/2015,10/12/2018,6126,0,ES,1
203313,0,2494,12/14/2011,10/12/2018,6127,0,EN,1
8931,0,1727,1/19/2014,10/12/2018,6128,0,EN,1
7218,0,3485,3/28/2009,10/12/2018,6129,0,IT,1
9502,0,2383,3/26/2012,10/4/2018,6130,0,EN,1
670,1,1207,5/17/2015,9/5/2018,6131,0,EN,0
13563,1,1450,10/21/2014,10/10/2018,6132,0,EN,1
59269,1,1916,7/7/2013,10/5/2018,6133,0,PL,1
6849,0,956,2/29/2016,10/12/2018,6134,0,EN,1
664,1,284,1/1/2018,10/12/2018,6135,0,DE,0
4078,1,1056,11/17/2015,10/8/2018,6136,0,EN,1
16112,0,1302,3/20/2015,10/12/2018,6137,0,EN,1
14125,0,2152,11/18/2012,10/10/2018,6138,0,ZH,0
511,1,1800,10/27/2013,10/1/2018,6139,0,EN,0
16513,1,1222,6/8/2015,10/12/2018,6140,0,DE,1
7104,1,1748,12/28/2013,10/11/2018,6141,0,EN,1
3072,1,2421,2/25/2012,10/12/2018,6142,0,EN,1
1183,0,1139,8/12/2015,9/24/2018,6143,0,EN,0
3155,1,2536,10/30/2011,10/9/2018,6144,0,EN,0
48044,1,2235,8/29/2012,10/12/2018,6145,0,ZH,1
1517,0,1363,7/8/2014,4/1/2018,6146,1,EN,0
409417,1,1367,1/14/2015,10/12/2018,6147,0,PT,0
4710,0,792,8/11/2016,10/12/2018,6148,0,PT,1
359,0,444,7/12/2017,9/29/2018,6149,0,EN,0
8425,0,764,9/8/2016,10/12/2018,6150,0,EN,1
146545,0,986,1/30/2016,10/12/2018,6151,0,RU,1
28900,0,2174,10/18/2012,10/1/2018,6152,0,EN,0
871,0,1971,4/9/2013,9/1/2018,6153,0,ES,0
31,0,376,6/2/2017,6/13/2018,6154,1,EN,0
1014,0,1297,3/25/2015,10/12/2018,6155,0,EN,1
1013,0,1200,6/13/2015,9/25/2018,6156,0,EN,1
12047,0,1652,4/3/2014,10/11/2018,6157,0,EN,1
12039,0,1300,3/8/2015,9/28/2018,6158,0,EN,0
8511,0,1366,1/14/2015,10/11/2018,6159,0,KO,0
1146,1,1779,11/28/2013,10/12/2018,6160,0,EN,1
4168,0,2177,10/2/2012,9/18/2018,6161,0,EN,0
83280,1,2481,12/23/2011,10/8/2018,6162,0,EN,0
